virus,cohort,n_sera,median_titer,geomean_titer,titer_q1,titer_q3,frac_w_titer_below_140
A/England/1837737/2025_H3N2,CTS,40,504.5,610.6,284.1,1386,0.1
A/England/1837737/2025_H3N2,HKU,47,140,183.8,102.7,313.4,0.4894
A/England/1837737/2025_H3N2,NIID,8,82.01,128.4,65.84,293.6,0.625
A/England/1837737/2025_H3N2,PENN,118,390.5,347.8,143.7,859,0.2458
A/England/1837737/2025_H3N2,SCH,38,93.56,205.7,40.5,747.3,0.5526
A/England/1837737/2025_H3N2,PENN_0d-post-vax,59,215.4,224.7,114.6,554.3,0.339
A/England/1837737/2025_H3N2,PENN_28d-post-vax,59,579.5,538.4,231.9,1306,0.1525
A/France/ARA-HCL025155099501/2025_H1N1,All,253,225,270.7,117,520.3,0.3281
A/France/ARA-HCL025155099501/2025_H1N1,CTS,40,417.5,548.2,267.3,1053,0.025
A/France/ARA-HCL025155099501/2025_H1N1,HKU,48,209.4,276.1,135.2,380.2,0.2708
A/France/ARA-HCL025155099501/2025_H1N1,NIID,8,98.91,97.71,89.58,126.2,0.75
A/France/ARA-HCL025155099501/2025_H1N1,PENN,118,223.4,262.3,117.5,498.3,0.322
A/France/ARA-HCL025155099501/2025_H1N1,SCH,39,96.02,173.6,54.27,467.2,0.641
A/France/ARA-HCL025155099501/2025_H1N1,PENN_0d-post-vax,59,157.4,198.9,99.25,411.9,0.4068
A/France/ARA-HCL025155099501/2025_H1N1,PENN_28d-post-vax,59,299.3,346,142.2,700.2,0.2373
A/Galicia/GA-CHUAC-451/2025_H3N2,All,251,432.7,412.1,131,1100,0.2669
A/Galicia/GA-CHUAC-451/2025_H3N2,CTS,40,558.2,641.3,263.9,1988,0.15
A/Galicia/GA-CHUAC-451/2025_H3N2,HKU,47,148.9,195.4,81.69,484,0.4894
A/Galicia/GA-CHUAC-451/2025_H3N2,NIID,8,205.1,283.9,131.1,420.6,0.25
A/Galicia/GA-CHUAC-451/2025_H3N2,PENN,118,557.8,512.7,199.4,1222,0.161
A/Galicia/GA-CHUAC-451/2025_H3N2,SCH,38,533.5,357.6,45.61,1266,0.4474
A/Galicia/GA-CHUAC-451/2025_H3N2,PENN_0d-post-vax,59,411.7,343.3,139.7,803.5,0.2542
A/Galicia/GA-CHUAC-451/2025_H3N2,PENN_28d-post-vax,59,699.2,765.8,356.9,1667,0.0678
A/Ghana/ARI-25-1125/2025_H1N1,All,253,341,387.2,176.6,799.3,0.1937
A/Ghana/ARI-25-1125/2025_H1N1,CTS,40,582,699.3,331.4,1394,0
A/Ghana/ARI-25-1125/2025_H1N1,HKU,48,302.7,350.3,174.6,539.8,0.1875
A/Ghana/ARI-25-1125/2025_H1N1,NIID,8,212.2,199.6,163.9,328.1,0.25
A/Ghana/ARI-25-1125/2025_H1N1,PENN,118,357.1,410.4,180.1,860.5,0.161
A/Ghana/ARI-25-1125/2025_H1N1,SCH,39,177,229.5,63.44,539.4,0.4872
A/Ghana/ARI-25-1125/2025_H1N1,PENN_0d-post-vax,59,309.8,298.2,152.2,613.4,0.2373
A/Ghana/ARI-25-1125/2025_H1N1,PENN_28d-post-vax,59,456.9,564.9,263.1,1192,0.08475
A/Ghana/FS-25-7077/2025_H3N2,All,252,222.3,296.1,111.2,767.2,0.3373
A/Ghana/FS-25-7077/2025_H3N2,CTS,40,441.5,482.1,171.9,1316,0.175
A/Ghana/FS-25-7077/2025_H3N2,HKU,48,169.7,199.8,84.78,393.3,0.4792
A/Ghana/FS-25-7077/2025_H3N2,NIID,8,153.4,252.3,63.67,804.8,0.375
A/Ghana/FS-25-7077/2025_H3N2,PENN,118,299,318.1,139.7,768,0.2542
A/Ghana/FS-25-7077/2025_H3N2,SCH,38,113.2,241.1,45.66,829.7,0.5789
A/Ghana/FS-25-7077/2025_H3N2,PENN_0d-post-vax,59,188.5,209.7,111.2,537.9,0.3729
A/Ghana/FS-25-7077/2025_H3N2,PENN_28d-post-vax,59,422.2,482.7,179.2,1469,0.1356
A/Guangdong-Maonan/11438/2025_H3N2,All,252,593.3,609.8,218.8,1493,0.1429
A/Guangdong-Maonan/11438/2025_H3N2,CTS,40,825,964.6,415.1,3075,0.075
A/Guangdong-Maonan/11438/2025_H3N2,HKU,47,235.1,319.8,144,679,0.234
A/Guangdong-Maonan/11438/2025_H3N2,NIID,8,208.8,350.5,130.5,586.4,0.375
A/Guangdong-Maonan/11438/2025_H3N2,PENN,118,684.8,734.9,298.9,1656,0.05932
A/Guangdong-Maonan/11438/2025_H3N2,SCH,39,538.5,528.1,92.6,2197,0.3077
A/Guangdong-Maonan/11438/2025_H3N2,PENN_0d-post-vax,59,481.9,504.7,240.4,980,0.0678
A/Guangdong-Maonan/11438/2025_H3N2,PENN_28d-post-vax,59,1024,1070,505.8,2376,0.05085
A/Guangdong-Meijiang/11256/2025_H3N2,All,252,595.8,694.1,253.6,1785,0.09524
A/Guangdong-Meijiang/11256/2025_H3N2,CTS,40,1048,1127,438,2791,0
A/Guangdong-Meijiang/11256/2025_H3N2,HKU,48,419.2,407,218.2,642.2,0.08333
A/Guangdong-Meijiang/11256/2025_H3N2,NIID,8,331.7,513,219.3,651.3,0
A/Guangdong-Meijiang/11256/2025_H3N2,PENN,117,779.6,820.3,378.3,2195,0.04274
A/Guangdong-Meijiang/11256/2025_H3N2,SCH,39,469,525,99.44,2234,0.3846
A/Guangdong-Meijiang/11256/2025_H3N2,PENN_0d-post-vax,58,488.9,533.7,231.8,1106,0.06897
A/Guangdong-Meijiang/11256/2025_H3N2,PENN_28d-post-vax,59,1449,1252,518,2732,0.01695
A/Guangxi-Daxin/1643/2025_H3N2,All,252,420.9,419.9,153.5,988.2,0.2222
A/Guangxi-Daxin/1643/2025_H3N2,CTS,40,571.8,617.7,230.8,1613,0.125
A/Guangxi-Daxin/1643/2025_H3N2,HKU,48,164.5,200.9,92.95,360.6,0.4375
A/Guangxi-Daxin/1643/2025_H3N2,NIID,8,236,220.8,138,380.3,0.25
A/Guangxi-Daxin/1643/2025_H3N2,PENN,118,570.5,524.5,258.5,1079,0.1186
A/Guangxi-Daxin/1643/2025_H3N2,SCH,38,345.8,407.6,98.99,1112,0.3684
A/Guangxi-Daxin/1643/2025_H3N2,PENN_0d-post-vax,59,372,348.6,161,785.5,0.1695
A/Guangxi-Daxin/1643/2025_H3N2,PENN_28d-post-vax,59,858.3,789,420.9,1516,0.0678
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,All,253,288.8,352.2,151.9,727.5,0.2055
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,CTS,40,523,677.3,308,1356,0.05
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,HKU,48,309.6,386.7,200.6,533.6,0.0625
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,NIID,8,125.4,116.7,87.72,162.9,0.5
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,PENN,118,290.9,348.3,158.9,765.5,0.1864
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,SCH,39,129.6,208.3,64.66,523,0.5385
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,PENN_0d-post-vax,59,215.6,268.1,137.4,556,0.2542
A/Guangxi-Qingxiu/SWL11742/2025_H1N1,PENN_28d-post-vax,59,382.7,452.6,194.7,954.9,0.1186
A/Hawaii/44/2025_H1N1,All,253,230.1,256.2,114.3,491.3,0.3004
A/Hawaii/44/2025_H1N1,CTS,40,477,515.5,318.9,677.1,0.025
A/Hawaii/44/2025_H1N1,HKU,48,209.2,241,154.3,417,0.2292
A/Hawaii/44/2025_H1N1,NIID,8,80.4,89.72,54.11,174.6,0.625
A/Hawaii/44/2025_H1N1,PENN,118,213.3,253.1,111.7,439.4,0.3136
A/Hawaii/44/2025_H1N1,SCH,39,96.05,173.4,48.55,413.1,0.5641
A/Hawaii/44/2025_H1N1,PENN_0d-post-vax,59,158.3,189.5,94.03,320.1,0.4237
A/Hawaii/44/2025_H1N1,PENN_28d-post-vax,59,286.2,338.1,143,537.8,0.2034
A/Hawaii/70/2019_H1N1,All,253,498.5,556.5,207.4,1632,0.166
A/Hawaii/70/2019_H1N1,CTS,40,1018,1081,479.1,2547,0
A/Hawaii/70/2019_H1N1,HKU,48,377.4,531.7,187.7,1251,0.1458
A/Hawaii/70/2019_H1N1,NIID,8,463.7,440.5,212.8,1087,0.25
A/Hawaii/70/2019_H1N1,PENN,118,587,661.3,236.9,1831,0.1017
A/Hawaii/70/2019_H1N1,SCH,39,110.9,185.4,41.18,514.9,0.5385
A/Hawaii/70/2019_H1N1,PENN_0d-post-vax,59,438.3,530.2,234.3,1451,0.1525
A/Hawaii/70/2019_H1N1,PENN_28d-post-vax,59,937.8,824.8,237.2,2046,0.05085
A/HongKong/1257/2025_H3N2,All,253,462.8,460.9,146.2,1164,0.249
A/HongKong/1257/2025_H3N2,CTS,40,755.6,880.1,376.9,1808,0.125
A/HongKong/1257/2025_H3N2,HKU,48,180,206.2,84.09,369.9,0.4375
A/HongKong/1257/2025_H3N2,NIID,8,249.3,404.6,164.1,679.2,0.25
A/HongKong/1257/2025_H3N2,PENN,118,511.4,569.8,264.1,1291,0.1441
A/HongKong/1257/2025_H3N2,SCH,39,261,345.1,67.97,1238,0.4615
A/HongKong/1257/2025_H3N2,PENN_0d-post-vax,59,440,370.2,141.8,825.9,0.2542
A/HongKong/1257/2025_H3N2,PENN_28d-post-vax,59,816,877.1,402.5,2080,0.0339
A/HongKong/1382/2025_H3N2,All,252,538.5,576.5,312.4,1002,0.05159
A/HongKong/1382/2025_H3N2,CTS,39,721.1,1014,573.4,1778,0
A/HongKong/1382/2025_H3N2,HKU,48,541.5,584,366.6,865.2,0
A/HongKong/1382/2025_H3N2,NIID,8,402.2,507,191,1011,0.125
A/HongKong/1382/2025_H3N2,PENN,118,525,558.9,312,943.8,0.02542
A/HongKong/1382/2025_H3N2,SCH,39,286.3,364.1,152.8,436.2,0.2308
A/HongKong/1382/2025_H3N2,PENN_0d-post-vax,59,448.5,425.8,245.7,687.1,0.05085
A/HongKong/1382/2025_H3N2,PENN_28d-post-vax,59,698.5,733.8,400.1,1352,0
A/Indonesia/BIOKES-I-BT074/2025_H3N2,All,253,484.3,546.5,179.8,1404,0.1739
A/Indonesia/BIOKES-I-BT074/2025_H3N2,CTS,40,787.1,1099,416.6,3780,0.025
A/Indonesia/BIOKES-I-BT074/2025_H3N2,HKU,48,282.1,311.3,141.8,523.2,0.25
A/Indonesia/BIOKES-I-BT074/2025_H3N2,NIID,8,270.6,505.6,173.8,2937,0.25
A/Indonesia/BIOKES-I-BT074/2025_H3N2,PENN,118,493.3,573.7,205.3,1472,0.1271
A/Indonesia/BIOKES-I-BT074/2025_H3N2,SCH,39,421.7,467.9,86.03,1886,0.359
A/Indonesia/BIOKES-I-BT074/2025_H3N2,PENN_0d-post-vax,59,311.8,361.8,158.4,892.5,0.2034
A/Indonesia/BIOKES-I-BT074/2025_H3N2,PENN_28d-post-vax,59,927.4,909.8,285.2,2377,0.05085
A/Indonesia/BIOKES-INAD491/2025_H3N2,All,253,600.4,604.4,206.2,1705,0.1581
A/Indonesia/BIOKES-INAD491/2025_H3N2,CTS,40,1006,1088,451.6,2576,0.075
A/Indonesia/BIOKES-INAD491/2025_H3N2,HKU,48,233.2,305.1,144.7,566.6,0.2292
A/Indonesia/BIOKES-INAD491/2025_H3N2,NIID,8,410.4,487.4,262.8,794.5,0.25
A/Indonesia/BIOKES-INAD491/2025_H3N2,PENN,118,696,708.4,294.5,1796,0.09322
A/Indonesia/BIOKES-INAD491/2025_H3N2,SCH,39,377.8,496,86.17,2033,0.3333
A/Indonesia/BIOKES-INAD491/2025_H3N2,PENN_0d-post-vax,59,419.8,459.7,241.2,1207,0.1864
A/Indonesia/BIOKES-INAD491/2025_H3N2,PENN_28d-post-vax,59,1305,1091,551.9,2107,0
A/Lao/820-2750/2025_H3N2,All,252,364.9,434.9,151,1150,0.2103
A/Lao/820-2750/2025_H3N2,CTS,40,717.6,850.3,389.6,2030,0.05
A/Lao/820-2750/2025_H3N2,HKU,48,248.9,277,147.7,444.9,0.1667
A/Lao/820-2750/2025_H3N2,NIID,8,243.1,357.1,118.4,982.9,0.375
A/Lao/820-2750/2025_H3N2,PENN,118,360.6,436.6,159,1329,0.1864
A/Lao/820-2750/2025_H3N2,SCH,38,386,391,77.1,1336,0.4737
A/Lao/820-2750/2025_H3N2,PENN_0d-post-vax,59,206.9,268.7,109.4,678.2,0.3051
A/Lao/820-2750/2025_H3N2,PENN_28d-post-vax,59,802.1,709.5,290.9,1808,0.0678
A/Malaysia/IMR/SARI/2028/2025_H3N2,All,253,653.6,654.9,250.2,1613,0.1067
A/Malaysia/IMR/SARI/2028/2025_H3N2,CTS,40,915,1199,645.9,2871,0
A/Malaysia/IMR/SARI/2028/2025_H3N2,HKU,48,318.5,361.1,161.5,652,0.1667
A/Malaysia/IMR/SARI/2028/2025_H3N2,NIID,8,346.6,487,236.1,623.1,0.125
A/Malaysia/IMR/SARI/2028/2025_H3N2,PENN,118,764.5,759.9,320.1,1776,0.0339
A/Malaysia/IMR/SARI/2028/2025_H3N2,SCH,39,394.9,496.2,100.4,1908,0.359
A/Malaysia/IMR/SARI/2028/2025_H3N2,PENN_0d-post-vax,59,513,498.5,215.2,1119,0.0678
A/Malaysia/IMR/SARI/2028/2025_H3N2,PENN_28d-post-vax,59,1238,1158,580.9,2354,0
A/Malaysia/IMR/SARI/2406/2025_H3N2,All,253,280,288,153.8,500.2,0.2213
A/Malaysia/IMR/SARI/2406/2025_H3N2,CTS,40,480.2,540.1,283.3,954.5,0
A/Malaysia/IMR/SARI/2406/2025_H3N2,HKU,48,316.5,294.8,195.6,416.7,0.04167
A/Malaysia/IMR/SARI/2406/2025_H3N2,NIID,8,235.8,226.4,143.1,339.9,0.25
A/Malaysia/IMR/SARI/2406/2025_H3N2,PENN,118,259.3,277.6,141.9,495.9,0.2458
A/Malaysia/IMR/SARI/2406/2025_H3N2,SCH,39,96.35,172.6,58.38,349.2,0.5897
A/Malaysia/IMR/SARI/2406/2025_H3N2,PENN_0d-post-vax,59,187.3,206.8,114,343.2,0.3559
A/Malaysia/IMR/SARI/2406/2025_H3N2,PENN_28d-post-vax,59,291.8,372.5,193.1,913.2,0.1356
A/Malaysia/IMR/SARI/2517/2025_H3N2,All,253,277,306.1,135.5,599.9,0.2569
A/Malaysia/IMR/SARI/2517/2025_H3N2,CTS,40,391.3,540,235.3,1283,0.05
A/Malaysia/IMR/SARI/2517/2025_H3N2,HKU,48,209.9,258.7,154.5,373.6,0.2292
A/Malaysia/IMR/SARI/2517/2025_H3N2,NIID,8,168.9,264.7,88.71,573,0.5
A/Malaysia/IMR/SARI/2517/2025_H3N2,PENN,118,281.6,300.5,145.6,597.4,0.2373
A/Malaysia/IMR/SARI/2517/2025_H3N2,SCH,39,116.6,229.2,70.05,530.4,0.5128
A/Malaysia/IMR/SARI/2517/2025_H3N2,PENN_0d-post-vax,59,207,204.9,111.2,395.6,0.3559
A/Malaysia/IMR/SARI/2517/2025_H3N2,PENN_28d-post-vax,59,363.8,440.8,227.4,1113,0.1186
A/Massachusetts/18/2022_H3N2,All,250,393.8,398.9,114.4,1298,0.284
A/Massachusetts/18/2022_H3N2,CTS,40,236.2,324.7,102,1590,0.425
A/Massachusetts/18/2022_H3N2,HKU,48,88.11,143.6,56.81,277.9,0.5417
A/Massachusetts/18/2022_H3N2,NIID,8,239.9,275.1,64.2,653.5,0.375
A/Massachusetts/18/2022_H3N2,PENN,115,683.7,659,279.4,1590,0.08696
A/Massachusetts/18/2022_H3N2,SCH,39,433.5,425.8,70.6,1826,0.3846
A/Massachusetts/18/2022_H3N2,PENN_0d-post-vax,57,502.1,447.4,186.5,1156,0.1404
A/Massachusetts/18/2022_H3N2,PENN_28d-post-vax,58,1089,964.1,417.7,2155,0.03448
A/Michigan/110/2025_H3N2,All,252,405,413.6,124.4,1258,0.2659
A/Michigan/110/2025_H3N2,CTS,40,747.7,785.8,275.7,2457,0.125
A/Michigan/110/2025_H3N2,HKU,48,142.3,168.3,67.23,307.1,0.5
A/Michigan/110/2025_H3N2,NIID,8,279.9,412.4,101,905.1,0.375
A/Michigan/110/2025_H3N2,PENN,118,508.1,512.6,209.2,1297,0.1441
A/Michigan/110/2025_H3N2,SCH,38,345.4,336.3,50.88,1320,0.4737
A/Michigan/110/2025_H3N2,PENN_0d-post-vax,59,326.7,327.8,163.9,618.2,0.2203
A/Michigan/110/2025_H3N2,PENN_28d-post-vax,59,886.2,801.6,362.9,1590,0.0678
A/Minnesota/96/2025_H3N2,All,253,530.1,538.7,181.3,1301,0.17
A/Minnesota/96/2025_H3N2,CTS,40,954.1,994.7,467.7,2224,0.05
A/Minnesota/96/2025_H3N2,HKU,48,238.1,264.2,140.8,396.1,0.25
A/Minnesota/96/2025_H3N2,NIID,8,239.8,347.2,161,665.3,0.25
A/Minnesota/96/2025_H3N2,PENN,118,742.5,657.3,276.9,1438,0.09322
A/Minnesota/96/2025_H3N2,SCH,39,362.8,414,78.75,1432,0.4103
A/Minnesota/96/2025_H3N2,PENN_0d-post-vax,59,415.4,431.8,181.8,946.5,0.1695
A/Minnesota/96/2025_H3N2,PENN_28d-post-vax,59,1022,1000,494.9,2039,0.01695
A/Missouri/11/2025_H1N1,All,253,265.2,325.8,140.8,690.4,0.2451
A/Missouri/11/2025_H1N1,CTS,40,499.1,574.3,243.7,1288,0.1
A/Missouri/11/2025_H1N1,HKU,48,307.6,368.5,165.8,608.6,0.1042
A/Missouri/11/2025_H1N1,NIID,8,108.7,109.9,91.29,173.5,0.625
A/Missouri/11/2025_H1N1,PENN,118,263.6,324.9,149.5,681.9,0.2119
A/Missouri/11/2025_H1N1,SCH,39,102.3,197.4,58.47,516.8,0.5897
A/Missouri/11/2025_H1N1,PENN_0d-post-vax,59,220.3,245,128.3,423.2,0.3051
A/Missouri/11/2025_H1N1,PENN_28d-post-vax,59,418.5,430.7,199.6,955.4,0.1186
A/NewSouthWales/2526015582/2025_H3N2,All,253,301.8,344.4,149.1,675.7,0.2372
A/NewSouthWales/2526015582/2025_H3N2,CTS,40,440.1,606.7,286.6,1118,0
A/NewSouthWales/2526015582/2025_H3N2,HKU,48,212.6,268.6,149,421.9,0.2083
A/NewSouthWales/2526015582/2025_H3N2,NIID,8,192.7,290.6,77.17,809.9,0.5
A/NewSouthWales/2526015582/2025_H3N2,PENN,118,329.7,363.3,167.4,840.8,0.2034
A/NewSouthWales/2526015582/2025_H3N2,SCH,39,107.1,230.4,70.26,483.6,0.5641
A/NewSouthWales/2526015582/2025_H3N2,PENN_0d-post-vax,59,230.6,240.9,115.2,490.3,0.339
A/NewSouthWales/2526015582/2025_H3N2,PENN_28d-post-vax,59,510.4,547.9,245.6,1216,0.0678
A/NewSouthWales/2526015584/2025_H3N2,All,253,447,484.2,246.1,891.9,0.09486
A/NewSouthWales/2526015584/2025_H3N2,CTS,40,754,873.8,455.1,1688,0
A/NewSouthWales/2526015584/2025_H3N2,HKU,48,420,462.1,289.6,697.8,0.02083
A/NewSouthWales/2526015584/2025_H3N2,NIID,8,351.1,442.9,226.7,743.6,0.125
A/NewSouthWales/2526015584/2025_H3N2,PENN,118,395.6,456.4,247.2,876.6,0.07627
A/NewSouthWales/2526015584/2025_H3N2,SCH,39,216.3,341,108.5,651.2,0.3333
A/NewSouthWales/2526015584/2025_H3N2,PENN_0d-post-vax,59,312.7,338.8,181.8,657,0.1186
A/NewSouthWales/2526015584/2025_H3N2,PENN_28d-post-vax,59,493.7,614.7,315.2,1316,0.0339
A/Norway/8765/2025_H3N2,All,253,289.7,339.8,146.9,755,0.2411
A/Norway/8765/2025_H3N2,CTS,40,405,566.1,247.7,1280,0.025
A/Norway/8765/2025_H3N2,HKU,48,234.8,272.1,135.7,463.1,0.2708
A/Norway/8765/2025_H3N2,NIID,8,205.7,297.5,97.52,764.3,0.5
A/Norway/8765/2025_H3N2,PENN,118,304.1,354.1,166.5,805.7,0.1864
A/Norway/8765/2025_H3N2,SCH,39,116.7,240.1,74.19,573.3,0.5385
A/Norway/8765/2025_H3N2,PENN_0d-post-vax,59,242.3,246,110.5,535.6,0.3051
A/Norway/8765/2025_H3N2,PENN_28d-post-vax,59,442.5,509.7,222.9,1308,0.0678
A/Norway/8976/2025_H3N2,All,253,310.5,359.6,144.6,787.1,0.2332
A/Norway/8976/2025_H3N2,CTS,40,488.2,650.2,275.8,1830,0.025
A/Norway/8976/2025_H3N2,HKU,48,218.1,279.9,142.1,433.2,0.2292
A/Norway/8976/2025_H3N2,NIID,8,268.9,316.4,120.4,654.8,0.375
A/Norway/8976/2025_H3N2,PENN,118,326.8,381,170.4,881.9,0.1864
A/Norway/8976/2025_H3N2,SCH,39,108,229.9,62.34,492.1,0.5641
A/Norway/8976/2025_H3N2,PENN_0d-post-vax,59,222.6,257.2,126.6,561.8,0.2881
A/Norway/8976/2025_H3N2,PENN_28d-post-vax,59,454.3,564.5,268.4,1452,0.08475
A/Norway/9107/2025_H1N1,All,253,243.9,311.2,137.4,629.9,0.2609
A/Norway/9107/2025_H1N1,CTS,40,456.9,583.9,236.4,1122,0.025
A/Norway/9107/2025_H1N1,HKU,48,253.4,321.2,169.3,482.9,0.1667
A/Norway/9107/2025_H1N1,NIID,8,97.47,100.6,64.16,171.2,0.625
A/Norway/9107/2025_H1N1,PENN,118,264.1,313.2,140.1,609.6,0.2542
A/Norway/9107/2025_H1N1,SCH,39,110.5,194.3,56.07,582,0.5641
A/Norway/9107/2025_H1N1,PENN_0d-post-vax,59,204.2,237.9,130,432.8,0.339
A/Norway/9107/2025_H1N1,PENN_28d-post-vax,59,382.3,412.3,170.9,932,0.1695
A/Norway/9556/2025_H1N1,All,253,168.7,188.4,97.09,341.2,0.4308
A/Norway/9556/2025_H1N1,CTS,40,296.6,286,189.2,442.2,0.15
A/Norway/9556/2025_H1N1,HKU,48,172.1,187.7,124.5,246.8,0.3333
A/Norway/9556/2025_H1N1,NIID,8,78.33,83.88,63.22,113.7,0.875
A/Norway/9556/2025_H1N1,PENN,118,157.8,191.7,92.8,394.1,0.4661
A/Norway/9556/2025_H1N1,SCH,39,92,138.4,46.83,258.1,0.641
A/Norway/9556/2025_H1N1,PENN_0d-post-vax,59,122.7,148.1,74.44,282.6,0.5593
A/Norway/9556/2025_H1N1,PENN_28d-post-vax,59,205.8,248.1,108,457.8,0.3729
A/Peru/GIHSN-04-1089/2025_H3N2,All,250,440.8,413.7,124.7,1094,0.268
A/Peru/GIHSN-04-1089/2025_H3N2,CTS,40,498.5,628.5,210.2,1549,0.125
A/Peru/GIHSN-04-1089/2025_H3N2,HKU,47,127.2,181.9,69.57,345.6,0.5319
A/Peru/GIHSN-04-1089/2025_H3N2,NIID,8,196.1,284,147.2,410.2,0.25
A/Peru/GIHSN-04-1089/2025_H3N2,PENN,118,582.8,516.3,263.1,1220,0.161
A/Peru/GIHSN-04-1089/2025_H3N2,SCH,37,478.1,399.8,65.04,1920,0.4324
A/Peru/GIHSN-04-1089/2025_H3N2,PENN_0d-post-vax,59,367.4,325.2,150.2,746.3,0.2542
A/Peru/GIHSN-04-1089/2025_H3N2,PENN_28d-post-vax,59,857.4,819.9,452.5,1728,0.0678
A/Philippines/SARI25-1425/2025_H1N1,All,253,237,244.3,132.4,417,0.2806
A/Philippines/SARI25-1425/2025_H1N1,CTS,40,411.4,394.4,258.9,541.1,0.025
A/Philippines/SARI25-1425/2025_H1N1,HKU,48,259.9,264.8,181.9,316.9,0.1042
A/Philippines/SARI25-1425/2025_H1N1,NIID,8,99.2,95.97,80.06,114.2,0.875
A/Philippines/SARI25-1425/2025_H1N1,PENN,118,208.6,241.1,130.1,422.2,0.2881
A/Philippines/SARI25-1425/2025_H1N1,SCH,39,93.12,170.8,64.56,360.4,0.6154
A/Philippines/SARI25-1425/2025_H1N1,PENN_0d-post-vax,59,193.5,197.5,113.3,329.8,0.322
A/Philippines/SARI25-1425/2025_H1N1,PENN_28d-post-vax,59,264.5,294.3,139.2,501.5,0.2542
A/Queensland/2526516675/2025_H3N2,All,253,356.3,397.1,171.3,771,0.1779
A/Queensland/2526516675/2025_H3N2,CTS,40,584,655.4,295.1,1407,0
A/Queensland/2526516675/2025_H3N2,HKU,48,269.2,305.4,162.4,566.2,0.2292
A/Queensland/2526516675/2025_H3N2,NIID,8,364.3,372.4,112.7,626.7,0.375
A/Queensland/2526516675/2025_H3N2,PENN,118,405.5,417.5,180.2,801.3,0.1186
A/Queensland/2526516675/2025_H3N2,SCH,39,178.6,285.9,96.09,532,0.4359
A/Queensland/2526516675/2025_H3N2,PENN_0d-post-vax,59,289.7,278.6,156.8,524.7,0.1864
A/Queensland/2526516675/2025_H3N2,PENN_28d-post-vax,59,525.5,625.5,359.7,1568,0.05085
A/SouthAfrica/PET37604/2025_H3N2,All,253,857.3,857.3,373.5,1993,0.06719
A/SouthAfrica/PET37604/2025_H3N2,CTS,40,1058,1244,612.9,2369,0.025
A/SouthAfrica/PET37604/2025_H3N2,HKU,48,462.3,540.9,315.8,850.3,0.0625
A/SouthAfrica/PET37604/2025_H3N2,NIID,8,640.6,734.4,404,1434,0.25
A/SouthAfrica/PET37604/2025_H3N2,PENN,118,1148,1043,455.3,2140,0.01695
A/SouthAfrica/PET37604/2025_H3N2,SCH,39,598.2,588.8,151.6,2182,0.2308
A/SouthAfrica/PET37604/2025_H3N2,PENN_0d-post-vax,59,827.2,725,381.6,1338,0.0339
A/SouthAfrica/PET37604/2025_H3N2,PENN_28d-post-vax,59,1788,1499,705,3165,0
A/SouthAfrica/PET37625/2025_H3N2,All,253,696,710.9,249.5,1981,0.1067
A/SouthAfrica/PET37625/2025_H3N2,CTS,40,1224,1301,628.9,3390,0
A/SouthAfrica/PET37625/2025_H3N2,HKU,48,313.9,387.7,183.3,638.2,0.125
A/SouthAfrica/PET37625/2025_H3N2,NIID,8,287.4,416.3,167.5,748.8,0.25
A/SouthAfrica/PET37625/2025_H3N2,PENN,118,866,838.9,365.6,2071,0.04237
A/SouthAfrica/PET37625/2025_H3N2,SCH,39,594.8,545.6,106.7,2138,0.359
A/SouthAfrica/PET37625/2025_H3N2,PENN_0d-post-vax,59,579.4,563.6,261.2,1226,0.08475
A/SouthAfrica/PET37625/2025_H3N2,PENN_28d-post-vax,59,1507,1249,661.8,2589,0
A/SouthAustralia/2519001037/2025_H1N1,All,253,272.1,319.4,142.2,634.8,0.2411
A/SouthAustralia/2519001037/2025_H1N1,CTS,40,479.5,596.4,279,1265,0.075
A/SouthAustralia/2519001037/2025_H1N1,HKU,48,291.9,361.2,202.9,489.7,0.08333
A/SouthAustralia/2519001037/2025_H1N1,NIID,8,105.8,106.5,83.68,169.4,0.625
A/SouthAustralia/2519001037/2025_H1N1,PENN,118,274.4,309,142.5,608.9,0.2373
A/SouthAustralia/2519001037/2025_H1N1,SCH,39,102.8,200.3,60.59,562,0.5385
A/SouthAustralia/2519001037/2025_H1N1,PENN_0d-post-vax,59,183.2,241.5,122.4,507.1,0.322
A/SouthAustralia/2519001037/2025_H1N1,PENN_28d-post-vax,59,340,395.3,181.6,911.2,0.1525
A/SouthAustralia/2520702747/2025_H1N1,All,253,299.7,355.1,155.8,776.7,0.2174
A/SouthAustralia/2520702747/2025_H1N1,CTS,40,584.2,706.5,319.2,1381,0.025
A/SouthAustralia/2520702747/2025_H1N1,HKU,48,270.6,354.1,183.7,478.6,0.125
A/SouthAustralia/2520702747/2025_H1N1,NIID,8,103.4,103.6,73.41,163.8,0.625
A/SouthAustralia/2520702747/2025_H1N1,PENN,118,317.1,363,170.4,737.8,0.1864
A/SouthAustralia/2520702747/2025_H1N1,SCH,39,124.1,212.1,58.16,568.9,0.5385
